,Edad,Genero,Historial_Crediticio,Salario_Anual,Deuda
685,26,F,Regular,70304.0,17927.0
686,67,F,Regular,85592.0,31317.0
687,44,M,Bueno,78548.0,23896.0
688,19,M,Regular,118447.0,28155.0
689,22,M,Malo,59986.0,18288.0
690,46,F,Regular,94095.0,21415.0
691,54,F,Bueno,111594.0,36085.0
692,55,M,Malo,108281.0,11251.0
693,36,M,Malo,86151.0,36884.0
694,25,F,Regular,93598.0,25574.0
695,65,M,Regular,69636.5,9623.0
696,62,F,Bueno,58745.0,20936.0
697,18,F,Malo,62548.0,6123.0
698,39,M,Bueno,30681.0,3061.0
699,69,F,Regular,26984.0,40857.0
700,34,M,Malo,47579.0,36499.0
701,24,M,Bueno,110810.0,39095.0
702,42,M,Bueno,74933.0,28451.0
703,62,M,Bueno,47399.0,16361.0
704,21,M,Bueno,51481.0,15907.0
705,53,M,Bueno,20944.0,34814.0
706,23,F,Malo,113993.0,19605.0
707,48,F,Bueno,29114.0,32256.0
708,36,F,Malo,59846.0,11332.0
709,61,F,Bueno,103666.0,37832.0
710,56,M,Regular,97848.0,29476.0
711,44,F,Regular,52596.0,9445.0
712,27,F,Bueno,95287.0,33490.0
713,43,F,Regular,26907.0,29767.0
714,36,M,Malo,48114.0,46057.0
715,56,F,Bueno,45009.0,15210.0
716,20,M,Malo,104846.0,24159.0
717,62,F,Bueno,70241.0,7564.0
718,30,M,Regular,55725.0,41043.0
719,67,M,Malo,38996.0,21219.0
720,45,F,Regular,26047.0,27946.0
721,37,M,Regular,48767.0,36587.0
722,45,M,Bueno,36347.0,3364.0
723,25,F,Malo,44102.0,4318.0
724,58,F,Regular,24263.0,11479.0
725,56,F,Bueno,87438.0,7398.0
726,18,M,Bueno,69636.5,2452.0
727,20,M,Bueno,50540.0,21672.0
728,30,M,Regular,95726.0,33193.0
729,45,F,Bueno,83769.0,13865.0
730,66,M,Malo,60843.0,25345.0
731,42,M,Malo,47690.0,24841.5
732,50,M,Regular,22994.0,20359.0
733,55,M,Malo,87546.0,8799.0
734,23,M,Bueno,27377.0,23053.0
735,61,M,Regular,98572.0,34892.0
736,62,M,Bueno,46467.0,17684.0
737,49,F,Regular,69636.5,5015.0
738,62,F,Regular,56978.0,31665.0
739,64,F,Bueno,67606.0,8657.0
740,38,M,Malo,101574.0,21951.0
741,33,M,Malo,118112.0,32063.0
742,38,F,Regular,93414.0,32743.0
743,28,M,Bueno,113145.0,26521.0
744,54,F,Bueno,69222.0,10731.0
745,53,M,Regular,68115.0,18744.0
746,52,M,Malo,109606.0,18423.0
747,36,F,Bueno,60647.0,49076.0
748,37,F,Malo,74607.0,17568.0
749,35,F,Malo,77410.0,47411.0
750,64,F,Regular,41996.0,3934.0
751,58,F,Regular,74921.0,11409.0
752,66,M,Malo,103697.0,31410.0
753,31,M,Bueno,66022.0,30808.0
754,32,M,Bueno,60148.0,8172.0
755,48,F,Regular,87764.0,27358.0
756,18,F,Malo,111901.0,777.0
757,20,F,Bueno,110724.0,19763.0
758,33,F,Bueno,28888.0,48673.0
759,40,F,Regular,108666.0,35186.0
760,28,F,Malo,59159.0,31170.0
761,29,M,Bueno,62197.0,20461.0
762,27,M,Regular,104326.0,45222.0
763,49,M,Bueno,110360.0,2439.0
764,33,M,Bueno,118941.0,7804.0
765,25,M,Bueno,44474.0,45791.0
766,55,F,Regular,37333.0,47594.0
767,29,F,Malo,56355.0,13212.0
768,41,F,Regular,69636.5,21653.0
769,45,F,Malo,93903.0,21971.0
770,25,F,Bueno,86258.0,1989.0
771,45,F,Malo,51145.0,7868.0
772,53,M,Bueno,95675.0,42026.0
773,43,F,Bueno,69854.0,33712.0
774,25,F,Regular,87664.0,24604.0
775,67,F,Bueno,106153.0,22135.0
776,45,F,Regular,113616.0,30544.0
777,45,M,Malo,55285.0,37918.0
778,54,M,Malo,37533.0,30847.0
779,58,F,Bueno,52624.0,43774.0
780,53,M,Regular,66996.0,10680.0
781,44,M,Bueno,66947.0,47972.0
782,34,F,Regular,47956.0,30083.0
783,26,F,Regular,71030.0,34433.0
784,50,F,Regular,78597.0,45579.0
785,37,F,Malo,62443.0,26309.0
786,30,F,Regular,118613.0,41719.0
787,45,M,Malo,85464.0,10349.0
788,65,F,Regular,23952.0,9543.0
789,46,F,Malo,76880.0,9460.0
790,30,F,Malo,72201.0,34553.0
791,63,M,Malo,62460.0,28525.0
792,52,F,Bueno,42796.0,5948.0
793,23,F,Regular,51746.0,14498.0
794,35,F,Bueno,106785.0,18991.0
795,68,M,Regular,20015.0,24974.0
796,22,F,Regular,69757.0,35398.0
797,64,F,Bueno,45957.0,7660.0
798,42,F,Malo,69636.5,26245.0
799,19,M,Regular,41292.0,238.0
800,27,F,Malo,51876.0,19920.0
801,47,F,Bueno,80727.0,46659.0
802,67,F,Malo,67046.0,9338.0
803,62,M,Regular,34817.0,42517.0
804,22,F,Regular,111006.0,10349.0
805,50,F,Regular,29759.0,46350.0
806,18,F,Bueno,68432.0,11643.0
807,35,M,Regular,69636.5,28274.0
808,49,M,Bueno,77757.0,45013.0
809,64,F,Malo,40504.0,40667.0
810,66,M,Regular,28507.0,39913.0
811,28,M,Regular,41050.0,38629.0
812,38,M,Regular,24820.0,24841.5
813,43,F,Malo,27835.0,16632.0
814,42,F,Regular,113167.0,27144.0
815,39,M,Bueno,33587.0,12321.0
816,44,M,Malo,77732.0,37091.0
817,66,M,Malo,71921.0,29256.0
818,30,F,Malo,65499.0,24841.5
819,50,F,Malo,26840.0,2860.0
820,51,M,Malo,85077.0,49875.0
821,58,M,Bueno,51440.0,14919.0
822,52,M,Malo,55183.0,33337.0
823,18,M,Regular,116172.0,8411.0
824,38,F,Malo,22389.0,24841.5
825,65,M,Malo,75076.0,24312.0
826,23,F,Malo,86299.0,23055.0
827,45,M,Malo,109461.0,34890.0
828,34,M,Malo,112085.0,28807.0
829,22,M,Bueno,59023.0,20384.0
830,48,M,Bueno,70029.0,47177.0
831,22,M,Malo,69636.5,28925.0
832,55,F,Bueno,108993.0,3089.0
833,20,M,Regular,73950.0,14242.0
834,40,M,Malo,106959.0,39978.0
835,54,M,Regular,96054.0,16433.0
836,54,F,Regular,85363.0,33282.0
837,27,F,Malo,81742.0,10983.0
838,27,F,Regular,117896.0,43738.0
839,36,F,Regular,65215.0,43578.0
840,34,M,Regular,67857.0,42797.0
841,38,M,Malo,75476.0,4671.0
842,31,M,Malo,48173.0,24133.0
843,26,F,Regular,29395.0,43209.0
844,63,M,Malo,79768.0,414.0
845,18,M,Malo,104743.0,47861.0
846,68,F,Regular,66229.0,21242.0
847,62,F,Malo,46639.0,35184.0
848,30,F,Bueno,82583.0,38379.0
849,21,M,Malo,48924.0,15231.0
850,18,M,Bueno,92969.0,21849.0
851,66,F,Regular,50104.0,41163.0
852,57,M,Malo,57594.0,31676.0
853,49,F,Regular,23664.0,22056.0
854,51,F,Regular,30528.0,41028.0
855,45,M,Regular,48190.0,19947.0
856,48,F,Regular,86033.0,45416.0
857,25,F,Regular,81161.0,26040.0
858,56,F,Malo,93177.0,46110.0
859,43,M,Bueno,90179.0,46978.0
860,51,F,Malo,90592.0,25282.0
861,20,F,Malo,52899.0,26201.0
862,67,F,Malo,90979.0,6833.0
863,29,F,Malo,37241.0,4752.0
864,18,F,Bueno,66211.0,24507.0
865,61,F,Malo,83472.0,24841.5
866,22,F,Regular,94248.0,44746.0
867,47,M,Malo,93757.0,41495.0
868,47,M,Malo,51346.0,24930.0
869,34,F,Bueno,101196.0,5023.0
870,65,M,Bueno,97124.0,982.0
871,64,M,Regular,62220.0,14305.0
872,40,F,Malo,37942.0,16146.0
873,32,M,Malo,69167.0,11201.0
874,54,F,Malo,56373.0,16910.0
875,38,F,Regular,87143.0,23031.0
876,31,F,Bueno,22016.0,23636.0
877,19,F,Regular,89110.0,17314.0
878,28,F,Malo,66309.0,27332.0
879,68,M,Bueno,27274.0,18330.0
880,56,F,Bueno,35748.0,15365.0
881,55,M,Regular,40175.0,43501.0
882,51,F,Bueno,31826.0,10108.0
883,55,F,Bueno,103008.0,3360.0
884,67,F,Malo,54129.0,42553.0
885,51,M,Malo,90009.0,40880.0
886,35,F,Bueno,43490.0,48784.0
887,47,F,Bueno,61435.0,3625.0
888,32,F,Regular,95017.0,38237.0
889,44,F,Regular,28520.0,1223.0
890,68,M,Bueno,69636.5,39878.0
891,51,F,Malo,103106.0,9157.0
892,69,M,Bueno,81877.0,46019.0
893,55,F,Bueno,39798.0,37760.0
894,50,M,Malo,74638.0,13646.0
895,41,M,Malo,89072.0,44638.0
896,32,F,Regular,87309.0,29024.0
897,47,F,Regular,49894.0,4787.0
898,59,M,Regular,82963.0,23202.0
899,68,F,Regular,74567.0,43908.0
900,34,F,Malo,55326.0,36067.0
901,22,F,Bueno,75059.0,9360.0
902,46,M,Regular,25079.0,32692.0
903,21,F,Regular,45838.0,39219.0
904,27,F,Malo,107340.0,12941.0
905,34,F,Malo,67109.0,15993.0
906,27,M,Bueno,105211.0,14620.0
907,34,F,Bueno,45594.0,20193.0
908,37,M,Malo,62749.0,21248.0
909,41,F,Regular,56292.0,45852.0
910,22,M,Regular,94534.0,5027.0
911,51,F,Regular,99233.0,4260.0
912,23,F,Bueno,71818.0,37596.0
913,19,M,Regular,33429.0,41540.0
914,30,M,Regular,69636.5,9012.0
915,60,M,Malo,68807.0,25823.0
916,60,F,Regular,27140.0,8315.0
917,65,F,Malo,83226.0,47027.0
918,28,F,Regular,34901.0,12631.0
919,68,F,Bueno,69636.5,18258.0
920,64,M,Regular,48525.0,25099.0
921,40,F,Regular,40491.0,35891.0
922,33,F,Malo,88816.0,24841.5
923,48,F,Malo,54980.0,31376.0
924,28,F,Malo,69636.5,10977.0
925,33,F,Regular,28078.0,26694.0
926,25,F,Regular,111654.0,47376.0
927,21,F,Bueno,109521.0,33978.0
928,57,M,Regular,68704.0,9218.0
929,21,F,Bueno,36997.0,21788.0
930,42,F,Malo,99810.0,20501.0
931,20,F,Malo,20868.0,12453.0
932,49,F,Malo,46398.0,38197.0
933,20,M,Bueno,101578.0,15210.0
934,44,M,Regular,117356.0,8689.0
935,46,M,Malo,41246.0,45489.0
936,49,M,Regular,40561.0,27381.0
937,67,M,Regular,36254.0,29508.0
938,68,M,Malo,54512.0,42653.0
939,36,F,Bueno,109532.0,21142.0
940,38,M,Regular,114154.0,40950.0
941,22,M,Malo,97395.0,8916.0
942,35,F,Regular,77865.0,375.0
943,45,M,Regular,43580.0,31449.0
944,59,F,Regular,90959.0,23797.0
945,39,F,Regular,92144.0,20782.0
946,38,M,Regular,62485.0,27028.0
947,23,F,Bueno,70621.0,20243.0
948,18,M,Bueno,70665.0,29379.0
949,22,M,Malo,90412.0,37780.0
950,58,F,Bueno,70603.0,30740.0
951,29,F,Bueno,41038.0,49408.0
952,43,M,Bueno,113542.0,19984.0
953,63,F,Regular,116346.0,50.0
954,51,F,Regular,34325.0,6590.0
955,66,M,Malo,55892.0,40205.0
956,31,M,Malo,21753.0,15162.0
957,43,F,Malo,115067.0,49746.0
958,62,M,Regular,37996.0,13105.0
959,44,M,Bueno,88811.0,37499.0
960,26,M,Bueno,94283.0,36641.0
961,43,M,Regular,65211.0,11628.0
962,64,M,Malo,82820.0,42032.0
963,39,M,Malo,20824.0,38516.0
964,64,M,Malo,33880.0,21621.0
965,47,F,Regular,86617.0,1476.0
966,60,M,Malo,31517.0,40800.0
967,65,F,Malo,69636.5,35788.0
968,34,F,Regular,36876.0,24437.0
969,43,F,Bueno,76354.0,26240.0
970,53,M,Regular,93802.0,45452.0
971,18,M,Regular,96719.0,10922.0
972,25,F,Regular,106602.0,48154.0
973,66,M,Regular,98413.0,8066.0
974,52,F,Bueno,29982.0,12089.0
975,69,M,Malo,94504.0,32600.0
976,32,M,Regular,46598.0,46176.0
977,64,F,Bueno,34639.0,8167.0
978,39,F,Malo,90210.0,12816.0
979,31,F,Malo,89852.0,21164.0
980,43,M,Malo,29695.0,20429.0
981,45,F,Regular,68582.0,35001.0
982,40,M,Regular,51094.0,31415.0
983,31,M,Malo,80635.0,8117.0
984,41,M,Malo,42187.0,47318.0
985,19,F,Malo,21214.0,6359.0
986,62,F,Malo,43940.0,14364.0
987,43,F,Malo,64406.0,36965.0
988,31,M,Malo,111221.0,28794.0
989,68,M,Bueno,63481.0,10293.0
990,24,F,Malo,35977.0,9332.0
991,20,M,Regular,64839.0,615.0
992,64,M,Regular,77874.0,45612.0
993,40,F,Regular,78414.0,12401.0
994,63,F,Malo,45538.0,41936.0
995,60,F,Regular,76241.0,29372.0
996,64,M,Bueno,93501.0,42276.0
997,62,M,Malo,95133.0,48322.0
998,35,M,Regular,80481.0,2339.0
999,55,M,Bueno,47740.0,16246.0
1000,52,M,Bueno,83328.0,8109.0
1001,68,F,Regular,92105.0,23758.0
1002,32,M,Bueno,70643.0,23091.0
1003,42,M,Regular,31881.0,43056.0
1004,54,M,Bueno,56996.0,13317.0
1005,45,F,Malo,52177.0,16762.0
1006,27,F,Malo,57177.0,3465.0
1007,56,F,Malo,86126.0,25622.0
1008,34,M,Malo,76531.0,6800.0
1009,56,F,Malo,46119.0,49261.0
1010,39,F,Regular,47915.0,24841.5
1011,43,F,Malo,22708.0,36651.0
1012,61,M,Malo,58749.0,2600.0
1013,42,F,Malo,64989.0,5518.0
1014,34,M,Malo,42106.0,19627.0
1015,30,M,Bueno,37131.0,29369.0
1016,37,F,Malo,66553.0,31445.0
1017,42,M,Malo,78144.0,16689.0
1018,21,F,Regular,26553.0,15923.0
1019,27,M,Bueno,37881.0,38469.0
1020,20,F,Regular,21379.0,30403.0
1021,58,F,Malo,110791.0,958.0
1022,62,F,Regular,89306.0,40363.0
1023,35,M,Regular,39726.0,3538.0
1024,64,F,Malo,29088.0,23404.0
1025,53,M,Bueno,54314.0,9983.0
1026,64,F,Bueno,75041.0,35371.0
1027,39,M,Regular,36350.0,24642.0
1028,51,M,Malo,119599.0,13467.0
1029,64,F,Regular,101397.0,205.0
1030,25,F,Regular,99509.0,27409.0
1031,57,F,Regular,37769.0,12442.0
1032,66,F,Malo,67249.0,26290.0
1033,61,F,Malo,102862.0,26108.0
1034,36,M,Bueno,66365.0,5691.0
1035,59,F,Malo,70185.0,38909.0
1036,58,F,Regular,22786.0,19504.0
1037,54,M,Regular,21620.0,30162.0
1038,23,F,Bueno,56303.0,39496.0
1039,69,F,Malo,39589.0,38798.0
1040,43,M,Regular,22882.0,24841.5
1041,51,F,Bueno,82248.0,21551.0
1042,62,F,Bueno,69322.0,13383.0
1043,23,F,Regular,44524.0,16496.0
1044,54,M,Regular,29745.0,41716.0
1045,50,F,Malo,35861.0,9088.0
1046,39,M,Bueno,111707.0,46982.0
1047,38,F,Regular,111735.0,27444.0
1048,23,M,Bueno,74261.0,24734.0
1049,23,F,Malo,22837.0,41745.0
1050,65,M,Regular,94135.0,34571.0
1051,21,M,Malo,101447.0,26415.0
1052,47,M,Bueno,74380.0,15389.0
1053,28,M,Malo,106089.0,27744.0
1054,47,M,Malo,69831.0,18682.0
1055,48,M,Bueno,109349.0,45038.0
1056,41,F,Malo,58255.0,34310.0
1057,26,F,Bueno,49520.0,7259.0
1058,20,M,Regular,49541.0,45168.0
1059,68,M,Bueno,85772.0,12546.0
1060,48,M,Bueno,47350.0,2154.0
1061,57,M,Regular,64397.0,8766.0
1062,54,F,Bueno,97085.0,48517.0
1063,53,M,Regular,83865.0,11230.0
1064,41,F,Regular,75956.0,17765.0
1065,48,F,Bueno,47453.0,5902.0
1066,23,M,Malo,82345.0,1222.0
1067,19,M,Malo,32906.0,27050.0
1068,37,F,Regular,34988.0,34269.0
1069,45,F,Malo,47723.0,24841.5
1070,28,M,Malo,53800.0,48976.0
1071,21,M,Bueno,59107.0,3574.0
1072,32,M,Regular,47430.0,36497.0
1073,23,F,Regular,52535.0,11157.0
1074,66,F,Bueno,88476.0,19575.0
1075,47,M,Malo,107329.0,40244.0
1076,55,F,Regular,97798.0,17945.0
1077,68,F,Malo,72284.0,14962.0
1078,19,M,Regular,76232.0,35290.0
1079,32,M,Regular,69636.5,35159.0
1080,28,F,Regular,57710.0,24841.5
1081,25,F,Regular,69636.5,30684.0
1082,43,M,Malo,112035.0,44842.0
1083,68,M,Malo,60498.0,11796.0
1084,62,M,Malo,51283.0,24450.0
1085,61,M,Malo,86169.0,34846.0
1086,22,M,Bueno,92358.0,45037.0
1087,23,F,Regular,69636.5,47130.0
1088,43,F,Regular,45968.0,17504.0
1089,21,F,Regular,82508.0,45728.0
1090,36,F,Bueno,83220.0,30041.0
1091,37,M,Malo,105366.0,10715.0
1092,50,M,Regular,25738.0,21803.0
1093,37,M,Malo,23098.0,3370.0
1094,66,F,Malo,115424.0,1908.0
1095,29,F,Bueno,93633.0,37075.0
1096,64,F,Bueno,98672.0,21134.0
1097,18,M,Malo,58244.0,44065.0
1098,43,F,Regular,28253.0,49649.0
1099,31,M,Regular,74333.0,3587.0
1100,55,M,Bueno,70969.0,30023.0
1101,54,M,Bueno,110744.0,45153.0
1102,28,M,Bueno,90423.0,2413.0
1103,53,M,Bueno,69636.5,25038.0
1104,30,M,Bueno,95028.0,22555.0
1105,60,F,Bueno,55421.0,10952.0
1106,20,M,Bueno,21454.0,3457.0
1107,50,M,Regular,37522.0,8464.0
1108,23,F,Bueno,58575.0,1150.0
1109,67,M,Bueno,23192.0,47305.0
1110,27,F,Regular,75268.0,32264.0
1111,22,F,Regular,101311.0,40222.0
1112,40,F,Malo,30402.0,47553.0
1113,27,M,Bueno,98610.0,44349.0
1114,61,M,Bueno,100781.0,32786.0
1115,19,F,Bueno,56527.0,9808.0
1116,30,M,Bueno,72181.0,49136.0
1117,57,M,Malo,111472.0,38345.0
1118,19,F,Regular,47002.0,4081.0
1119,37,F,Regular,101219.0,39222.0
1120,18,M,Bueno,32460.0,8933.0
1121,54,F,Bueno,50482.0,2671.0
1122,26,F,Bueno,36447.0,43739.0
1123,34,F,Malo,68228.0,47738.0
1124,26,M,Malo,103265.0,31217.0
1125,28,M,Regular,70126.0,39155.0
1126,32,M,Bueno,40545.0,39601.0
1127,41,F,Bueno,75114.0,19008.0
1128,55,M,Bueno,113740.0,21883.0
1129,52,F,Bueno,95350.0,33282.0
1130,47,M,Malo,77801.0,32974.0
1131,48,M,Regular,33890.0,33715.0
1132,66,F,Regular,72482.0,43401.0
1133,22,M,Malo,83397.0,15380.0
1134,61,F,Bueno,21740.0,18212.0
1135,67,M,Regular,50121.0,28174.0
1136,31,M,Regular,31218.0,6861.0
1137,28,F,Malo,91591.0,6094.0
1138,26,F,Bueno,108241.0,39113.0
1139,51,F,Regular,54722.0,46728.0
1140,29,M,Bueno,69636.5,24363.0
1141,52,M,Regular,71543.0,22310.0
1142,52,M,Malo,62000.0,39300.0
1143,18,F,Bueno,91975.0,5943.0
1144,57,F,Malo,50921.0,14569.0
1145,39,F,Regular,119265.0,42616.0
1146,46,M,Malo,108747.0,8793.0
1147,25,M,Malo,50614.0,38207.0
1148,28,F,Malo,81189.0,25287.0
1149,58,M,Regular,37601.0,33971.0
1150,54,F,Bueno,69636.5,42351.0
1151,31,M,Malo,69636.5,47179.0
1152,47,M,Bueno,40514.0,31369.0
1153,52,F,Regular,103312.0,23023.0
1154,38,M,Bueno,87612.0,45885.0
1155,54,M,Malo,110886.0,23897.0
1156,22,F,Malo,36292.0,23010.0
1157,36,F,Malo,51510.0,40154.0
1158,31,M,Malo,48000.0,35899.0
1159,43,F,Malo,50383.0,20114.0
1160,21,M,Malo,31785.0,19050.0
1161,42,F,Regular,60910.0,49701.0
1162,62,M,Regular,59028.0,21125.0
1163,59,M,Regular,44855.0,28558.0
1164,42,F,Bueno,44281.0,44846.0
1165,35,M,Bueno,24841.0,20396.0
1166,57,M,Regular,117204.0,27125.0
1167,25,F,Bueno,80155.0,22580.0
1168,56,F,Bueno,69636.5,38973.0
1169,57,M,Malo,76313.0,23574.0
1170,31,F,Malo,37443.0,24619.0
1171,49,F,Bueno,52250.0,13869.0
1172,68,M,Bueno,21922.0,658.0
1173,55,M,Regular,51976.0,47150.0
1174,50,F,Bueno,31991.0,12122.0
1175,40,F,Malo,73744.0,24841.5
1176,32,F,Bueno,42733.0,13335.0
1177,50,M,Regular,22473.0,21677.0
1178,42,M,Malo,28108.0,24841.5
1179,34,M,Malo,69636.5,29814.0
1180,50,M,Malo,52210.0,18075.0
1181,64,M,Malo,57317.0,43185.0
1182,19,M,Bueno,85516.0,11258.0
1183,31,M,Regular,53362.0,30527.0
1184,57,F,Bueno,74604.0,10139.0
1185,57,F,Bueno,24889.0,42325.0
1186,68,M,Malo,109557.0,40503.0
1187,56,M,Regular,93748.0,19514.0
1188,68,M,Malo,51971.0,20917.0
1189,23,F,Bueno,70551.0,29097.0
1190,23,M,Bueno,23201.0,17788.0
1191,20,F,Malo,109882.0,25061.0
1192,24,F,Bueno,57958.0,9947.0
1193,68,F,Bueno,99251.0,15544.0
1194,25,F,Malo,25681.0,20014.0
1195,59,F,Bueno,66870.0,14795.0
1196,69,M,Regular,102256.0,32632.0
1197,32,M,Malo,87203.0,24841.5
1198,64,F,Regular,48152.0,23653.0
1199,46,M,Bueno,70061.0,1579.0
1200,50,F,Bueno,77619.0,31758.0
1201,69,F,Malo,78235.0,43755.0
1202,47,M,Bueno,93740.0,38760.0
1203,56,M,Malo,57890.0,32818.0
1204,44,M,Malo,110073.0,6452.0
1205,53,M,Malo,81401.0,37921.0
1206,46,M,Malo,31217.0,15340.0
1207,55,F,Malo,68351.0,46668.0
1208,50,M,Regular,53741.0,47738.0
1209,54,M,Malo,40654.0,2787.0
1210,44,M,Regular,81314.0,24841.5
1211,50,F,Bueno,21408.0,48357.0
1212,21,M,Malo,62903.0,15839.0
1213,39,F,Bueno,104208.0,2155.0
1214,19,M,Malo,21218.0,7019.0
1215,27,M,Regular,70572.0,20614.0
1216,22,F,Regular,78798.0,26190.0
1217,27,M,Regular,50105.0,40375.0
1218,50,M,Bueno,89634.0,10928.0
1219,55,F,Malo,85063.0,48425.0
1220,30,M,Bueno,27619.0,8598.0
1221,48,F,Regular,31939.0,44339.0
1222,64,F,Bueno,38226.0,20581.0
1223,53,F,Regular,45322.0,48974.0
1224,62,F,Regular,78215.0,44655.0
1225,41,F,Regular,36878.0,47796.0
1226,69,M,Malo,26560.0,48743.0
1227,32,M,Malo,58278.0,46607.0
1228,46,M,Regular,56212.0,13919.0
1229,25,F,Bueno,114835.0,38180.0
1230,22,F,Bueno,93079.0,4499.0
1231,46,F,Malo,43946.0,37677.0
1232,64,F,Regular,51740.0,48246.0
1233,21,M,Bueno,27253.0,43862.0
1234,29,M,Regular,99311.0,25602.0
1235,62,F,Bueno,52813.0,29692.0
1236,19,F,Malo,69636.5,40422.0
1237,44,M,Regular,47632.0,48750.0
1238,48,F,Regular,68365.0,21760.0
1239,68,F,Bueno,87593.0,2920.0
1240,68,F,Bueno,53431.0,24085.0
1241,53,M,Bueno,57436.0,22925.0
1242,53,M,Regular,38413.0,5615.0
1243,43,F,Malo,115761.0,37083.0
1244,60,M,Malo,58485.0,45228.0
1245,44,F,Bueno,88232.0,2783.0
1246,22,F,Malo,36101.0,9605.0
1247,37,M,Bueno,28831.0,45557.0
1248,28,F,Malo,69636.5,44608.0
1249,27,F,Regular,71897.0,19192.0
1250,57,M,Bueno,25004.0,3331.0
1251,55,F,Malo,108241.0,31856.0
1252,23,F,Regular,69636.5,49949.0
1253,25,F,Malo,41509.0,2846.0
1254,40,M,Regular,57170.0,33697.0
1255,64,F,Regular,63555.0,37586.0
1256,43,M,Malo,34662.0,35030.0
1257,63,F,Malo,85930.0,24841.5
1258,60,F,Regular,67403.0,7549.0
1259,29,F,Regular,56365.0,22437.0
1260,43,F,Regular,82188.0,23958.0
1261,30,M,Bueno,96060.0,24243.0
1262,57,M,Regular,118633.0,42177.0
1263,35,F,Bueno,46673.0,42424.0
1264,42,F,Regular,83471.0,28984.0
1265,50,F,Bueno,69636.5,36942.0
1266,64,F,Regular,77287.0,37538.0
1267,57,F,Regular,21645.0,5833.0
1268,60,F,Regular,79076.0,23386.0
1269,29,F,Malo,114585.0,34813.0
1270,61,F,Malo,95351.0,33805.0
1271,53,M,Regular,70151.0,6242.0
1272,65,M,Bueno,87384.0,28704.0
1273,21,M,Bueno,119865.0,42419.0
1274,22,F,Regular,53541.0,24841.5
1275,54,F,Malo,92847.0,12321.0
1276,25,F,Bueno,107099.0,38930.0
1277,59,M,Malo,100739.0,32407.0
1278,66,F,Bueno,70955.0,4073.0
1279,45,M,Regular,29290.0,17667.0
1280,48,F,Malo,78942.0,16035.0
1281,26,M,Bueno,102667.0,6732.0
1282,68,M,Regular,50143.0,3487.0
1283,46,M,Regular,44509.0,34952.0
1284,31,F,Regular,107780.0,29425.0
1285,57,M,Malo,56741.0,46658.0
1286,58,F,Malo,46898.0,19571.0
1287,39,F,Regular,119919.0,29075.0
1288,28,F,Malo,105674.0,42185.0
1289,40,F,Bueno,82948.0,5495.0
1290,18,F,Regular,81768.0,18681.0
1291,63,M,Regular,63262.0,14781.0
1292,54,F,Malo,25506.0,39865.0
1293,38,F,Regular,40605.0,8469.0
1294,43,F,Bueno,98590.0,45167.0
1295,63,F,Malo,48231.0,16202.0
1296,53,F,Malo,99397.0,19928.0
1297,40,M,Regular,97123.0,10985.0
1298,18,M,Regular,33515.0,39599.0
1299,68,F,Regular,107211.0,16775.0
1300,57,M,Malo,58622.0,968.0
1301,32,M,Regular,36600.0,10382.0
1302,38,F,Bueno,47892.0,5151.0
1303,64,M,Regular,103279.0,26804.0
1304,26,F,Regular,89310.0,43586.0
1305,26,M,Malo,41801.0,32259.0
1306,27,M,Regular,57695.0,20748.0
1307,69,M,Malo,48853.0,19691.0
1308,43,F,Regular,24429.0,32020.0
1309,58,M,Bueno,24606.0,43560.0
1310,52,M,Bueno,24478.0,27256.0
1311,69,F,Malo,103816.0,6125.0
1312,42,F,Malo,60134.0,4370.0
1313,43,M,Regular,89963.0,24841.5
1314,28,F,Regular,90897.0,48943.0
1315,55,M,Bueno,45475.0,3134.0
1316,19,M,Regular,86177.0,45459.0
1317,24,F,Bueno,41730.0,43199.0
1318,35,F,Malo,41113.0,11556.0
1319,44,F,Regular,40011.0,33822.0
1320,51,M,Malo,75746.0,27977.0
1321,44,F,Regular,62853.0,20113.0
1322,34,M,Bueno,69636.5,30566.0
1323,60,F,Malo,56818.0,2669.0
1324,61,M,Malo,57321.0,49427.0
1325,68,F,Regular,41309.0,16081.0
1326,41,M,Malo,38688.0,12938.0
1327,42,F,Bueno,69636.5,5717.0
1328,24,M,Malo,88879.0,12282.0
1329,69,F,Malo,87592.0,47659.0
1330,23,F,Regular,104728.0,42065.0
1331,41,M,Malo,109012.0,14201.0
1332,50,F,Regular,29416.0,16289.0
1333,66,M,Regular,59994.0,24406.0
1334,46,M,Malo,86422.0,31286.0
1335,60,F,Bueno,28584.0,12873.0
1336,39,M,Regular,113302.0,16512.0
1337,43,F,Malo,38830.0,28927.0
1338,45,F,Regular,105825.0,23461.0
1339,67,M,Bueno,97066.0,20710.0
1340,38,F,Bueno,23591.0,19952.0
1341,66,M,Regular,113878.0,13448.0
1342,24,M,Bueno,41395.0,15198.0
1343,34,F,Malo,74182.0,7622.0
1344,37,F,Malo,36738.0,40848.0
1345,58,M,Regular,22631.0,2402.0
1346,66,M,Bueno,37905.0,36324.0
1347,37,F,Malo,39056.0,28467.0
1348,39,F,Malo,109082.0,34961.0
1349,45,F,Malo,55447.0,43007.0
1350,57,F,Regular,74418.0,20739.0
1351,66,M,Regular,57190.0,18518.0
1352,24,F,Malo,46014.0,26547.0
1353,18,M,Malo,92999.0,28936.0
1354,49,M,Bueno,70278.0,20287.0
1355,30,F,Bueno,21780.0,24841.5
